donor_id,full_name,gender,age,weight_kg,height_cm,blood_pressure,pulse_rate,latitude,longitude,bmi,hemoglobin_g_dl,medications,email,password_hash,mobile,city,blood_group,availability,months_since_first_donation,days_since_last_donation,total_donations,total_litres_donated,last_donation_date,show_rate,avg_response_time_hours,response_history,record_created
JD000846,هايل سوميرة,Male,27,76.8,183.6,106/77,66,32.087924,36.032423,22.79,14.3,None,ybly@example.org,08864243f4da5aa7e1d6c80b1d48f7ffcb1f6f9ecf20be4bdcaf30190eb0dfdf,0771056576,Zarqa,O-,Yes,9,61,3,1.35,2025-11-13,0.97,3.7,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000847,جيلان بنو ياس,Male,34,97.5,181.8,117/86,90,31.916266,35.915836,29.49,12.8,None,wlydbnw-fras@example.org,34b8ace996b3b107a38bed24e16fd92378a23ef5ca1c766bce246d25aca71160,0777347583,Amman,O+,Yes,36,56,2,0.9,2025-11-18,0.75,5.3,"['responded', 'no_response']",2026-01-13 03:46:18
JD000848,الأستاذ رامح الترجمان الصالح,Male,32,85.6,172.0,117/75,78,31.234563,35.932782,28.93,13.5,None,ebd-alhyabw-alhaj@example.org,1e95fb23e7a5b4a040576c14225a7a2ee2546f3e14281b759ae4e67a879f7484,0795723313,Other,O-,Yes,10,68,4,1.8,2025-11-06,0.42,2.6,"['responded', 'responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000849,ريتاج الشرفاء,Female,50,77.0,165.7,120/90,73,31.061294,35.973514,28.07,12.9,None,yalywzbay@example.com,f6447b6074d52fffaf1caf593ba2ad1eda18595bbaa096639bb4c1083ad2667e,0789097043,Other,B+,Yes,61,191,2,0.9,2025-07-06,0.89,3.4,"['responded', 'responded']",2026-01-13 03:46:18
JD000850,شامخ بنو هلال,Male,36,50.0,172.9,106/89,63,31.907924,36.03838,16.73,14.1,Metformin,wdye04@example.net,656200333bdf5c0365810e172263a119c249d88d0833d5d8d8098d2a57b4f50c,0783327986,Amman,A+,No,62,56,4,1.8,2025-11-18,0.94,1.7,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000851,فخر الخطيب بني جماعة الكناني,Male,47,67.4,180.8,105/83,75,31.16771,36.397426,20.61,13.2,Aspirin,jmal-aldynbnw-alhmr@example.net,b821cb153384a5ed02ded16944575ee7f0d59ad745db16f5bfcfc46e0e378e50,0784822206,Other,O+,No,70,207,1,0.45,2025-06-20,0.82,6.8,['responded'],2026-01-13 03:46:18
JD000852,السيد كاسر ازحيمان,Male,21,81.0,163.4,113/92,81,31.952548,35.962226,30.34,13.1,None,alxtyb-bny-jmaep-alknanygamd@example.org,2a872d9fd5615c75f2c568b6cd16ff36775f23a89329ef7cdefa29621ea73b60,0786117503,Amman,B+,No,116,72,3,1.35,2025-11-02,0.86,9.0,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000853,زبير طيء,Male,32,85.0,172.8,115/84,79,29.498003,34.997831,28.46,14.5,Metformin,klymtq@example.org,1fd1c693b20219085af9b8f441331d324310a16b63b1e31942fe523d0615bc54,0771665455,Aqaba,B+,No,68,56,3,1.35,2025-11-18,0.81,1.4,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000854,ليان عبده,Male,29,76.2,159.8,126/69,77,31.872027,35.934796,29.84,15.2,None,alewalqyane@example.org,67c7059e95b34850584e61e7f3969a25625504fccd6589393e08f663b1e9effe,0797927144,Amman,O+,No,46,56,1,0.45,2025-11-18,0.93,7.5,['responded'],2026-01-13 03:46:18
JD000855,المهندسة بنفسج الزرقان,Male,45,54.0,175.7,112/78,60,32.03507,35.952787,17.49,13.5,"Lisinopril, Aspirin",ratbbny-etyp@example.net,a1205373c6d7a9630125f33b4b6589c78554515319787c399265506a1b76ac1e,0797955697,Amman,O+,Yes,95,388,6,2.7,2024-12-21,0.75,7.2,"['responded', 'responded', 'responded', 'responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000856,نظام العجمان,Male,20,94.4,158.0,136/78,71,32.094968,36.174812,37.81,13.2,None,abkr-bn-ebd-mnap@example.net,d6a16790a285ee53d02444570692787b4aca4c73d023e803c3a3094485812f07,0777401271,Zarqa,O-,No,34,99,2,0.9,2025-10-06,0.85,4.1,"['responded', 'responded']",2026-01-13 03:46:18
JD000857,ربيع البخاري,Male,33,84.0,179.9,107/67,60,32.030594,35.830454,25.94,14.3,None,radalgwanmp@example.com,3de8789e0d00a1c0d7ae60bafb0228be8bb9a734c99bc90543a63f94bdac3db3,0774251561,Amman,O+,Yes,17,56,1,0.45,2025-11-18,0.61,2.3,['no_response'],2026-01-13 03:46:18
JD000858,الآنسة إباء المفتي,Male,28,64.8,169.7,127/93,65,31.916543,35.960411,22.49,12.5,None,xdralmfty@example.org,0f6fb9441b0eb18dd0bd78b4822a47739f3c22e07b7d566e8fde8ad4d91c6ff0,0796407718,Amman,A+,No,54,158,2,0.9,2025-08-08,0.72,1.4,"['responded', 'no_response']",2026-01-13 03:46:18
JD000859,الآنسة بارعة حوالة,Male,27,76.6,175.0,130/74,61,32.061221,36.118581,25.0,13.6,None,fdayalbqwm@example.net,8110bdc330400025bae5e00024254c0841db380df5fd22ffcc0b14905953cbd3,0789213432,Zarqa,O-,No,90,56,2,0.9,2025-11-18,0.76,2.7,"['no_response', 'responded']",2026-01-13 03:46:18
JD000860,جسور عتيبة,Male,37,81.0,176.7,120/95,76,32.076743,36.145906,25.94,14.4,"Aspirin, Metformin",wasfkndp@example.net,2e2c17aed83e6e4dc27738b841feebfbe7d2e294b1b26516008ddbae04e384d8,0789944169,Zarqa,O+,No,14,141,2,0.9,2025-08-25,0.98,2.1,"['responded', 'responded']",2026-01-13 03:46:18
JD000861,الدكتورة ليم عنزة,Male,34,62.1,169.6,131/68,66,31.897337,35.816683,21.59,13.6,None,mhjsadh@example.com,615b39dc33e17e9e576a238d23698e0ced0dd8e80809d41f0e73ab612e92bf45,0777506291,Amman,A+,No,92,289,1,0.45,2025-03-30,0.69,12.9,['responded'],2026-01-13 03:46:18
JD000862,راما المتولي,Male,25,77.2,172.7,104/88,89,32.023713,35.86014,25.9,14.4,None,sebxwlan@example.org,04b8d509fb4c5ea098b30aecc23b11461086129cef1109bc4d9125c6bdd24a52,0794239256,Amman,O+,Yes,46,71,5,2.25,2025-11-03,0.94,8.1,"['responded', 'no_response', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000863,ظهير يشكر,Male,50,59.2,173.7,130/68,60,31.091833,35.807132,19.61,12.6,None,kamlp21@example.com,0dc9a703b629042a8bd8edf4faf5457bdd4b56f4bebfffc4c2bc6fe0e3b1da97,0773991166,Other,O+,No,65,56,2,0.9,2025-11-18,0.93,0.6,"['responded', 'responded']",2026-01-13 03:46:18
JD000864,الدكتور عبد المحيي مزرعاني,Male,40,90.3,182.6,117/79,61,31.872818,35.955881,27.08,14.8,None,nasr-aldyn13@example.org,76baf63ca73ba6cfc61e606c9d6570be7d104cb9faa4954bd589d707b4c0c17a,0795097764,Amman,A+,No,46,337,1,0.45,2025-02-10,0.75,2.3,['responded'],2026-01-13 03:46:18
JD000865,السيد طبّاع بنو فراس,Male,32,69.2,185.5,102/84,68,32.052548,35.9015,20.11,12.5,"Metformin, Aspirin",aldawdytamr@example.com,fdbe38a5377a83284d1c81012034e59e6f59494c3e8a91dd7c2aac53f1d26576,0787456613,Amman,O+,No,3,56,1,0.45,2025-11-18,0.97,1.0,['responded'],2026-01-13 03:46:18
JD000866,مطاوع عنس,Male,36,57.3,170.9,106/86,84,32.01982,35.927212,19.62,13.1,Lisinopril,rany23@example.net,0a1728380401199483799954e62408748868d77d59aac2faa696c2222f97c4c7,0797850324,Amman,B+,No,45,56,3,1.35,2025-11-18,0.72,0.9,"['responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000867,فرات عاملة,Male,22,68.2,174.0,120/83,62,31.722937,35.7634,22.52,14.5,None,calthan@example.com,9a78972978e2e11ba1c78495fcaca429e325cc21ffe18bfea6c252d8bde8b420,0791733291,Madaba,A+,No,4,142,1,0.45,2025-08-24,0.79,2.6,['responded'],2026-01-13 03:46:18
JD000868,روبا اليوزباشي,Male,40,90.5,164.7,124/81,60,32.05794,35.895886,33.36,15.1,None,alklgasymary@example.com,4d9d79a7cb580422b26ce501f081f5b7b3dc126c3815def5387bd61762c7fcf8,0773924271,Amman,A+,No,74,56,3,1.35,2025-11-18,0.82,2.0,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000869,مطاوع سبيع,Male,33,89.8,181.6,120/89,67,31.925695,35.942662,27.25,14.6,None,ibkr-bn-wal@example.org,42db68d78ccb9c2e8316fbf0878624aceab0fead46377eb7866d61db534768bd,0793001834,Amman,B+,No,79,56,1,0.45,2025-11-18,0.85,2.1,['responded'],2026-01-13 03:46:18
JD000870,المهندسة ليان البقوم,Male,28,68.4,188.2,117/89,60,31.878923,35.938396,19.31,13.9,None,zalraf@example.com,d5185f8267d7f2ee67f405649de420fcf0440eeee1764d1dcd91ff42ebe4a11e,0785391372,Amman,A+,No,75,59,3,1.35,2025-11-15,0.89,1.0,"['no_response', 'responded', 'responded']",2026-01-13 03:46:18
JD000871,الآنسة ريتاج طسم,Male,38,88.2,189.1,142/85,64,31.980388,35.810633,24.66,12.8,None,xblqrn@example.org,b619bfa99a99aa480375f5503310f63e05f81b3a5aac9c117df85f8bfbe2a4ef,0795595149,Amman,B+,No,107,443,5,2.25,2024-10-27,0.8,0.3,"['responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000872,بلند الكالوتي,Male,41,83.9,180.0,124/73,78,31.917663,35.95415,25.91,12.9,Lisinopril,zalmwrkp@example.net,ec94fe967f79395fc2df46c76025fdc823aac9e7d99d08e4dd6ed42c57ba26b6,0771807886,Amman,A+,Yes,84,65,2,0.9,2025-11-09,0.69,9.6,"['responded', 'no_response']",2026-01-13 03:46:18
JD000873,محمّد القاعي,Male,22,63.2,181.3,129/64,70,32.055198,35.910529,19.24,12.5,None,bnw-ybansfyr@example.net,525f702eacbb449e8935127dbc7f6556f29d11e2d66e05c906d4c9cd6a8a65ec,0782395026,Amman,B+,Yes,0,365,0,0.0,2025-01-13,0.88,0.3,[],2026-01-13 03:46:18
JD000874,رامح بنو الأحمر بن الحارث,Male,25,67.3,162.3,127/63,69,31.95256,36.032225,25.55,14.3,None,zkypdrwy@example.com,9b3c51bb03e183fb514bd09f0ec2e55ae04812e97ec79689efd0b9ad7e57cce6,0785308127,Amman,O+,Yes,67,148,2,0.9,2025-08-18,0.8,2.7,"['responded', 'no_response']",2026-01-13 03:46:18
JD000875,الدكتور شعيب زلاطيمو,Male,38,89.6,181.5,119/85,78,31.927174,35.900353,27.21,13.8,None,qalkbaby@example.com,28495e07dbabbfb5e65018ef7568ba75b13ea0e5fff1eb7cd8b7793b9bd59dc4,0784192107,Amman,A+,No,57,56,3,1.35,2025-11-18,0.88,3.6,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000876,السيد هلالي بنو هاشم,Male,39,72.6,190.0,107/90,77,30.801147,36.257329,20.11,13.7,None,alnmryara@example.net,60ae337be47cef154f812991540a11db5b9da3c404fb3e6e6233994f6a8fd85e,0774709741,Other,A+,Yes,81,61,2,0.9,2025-11-13,0.98,3.4,"['responded', 'responded']",2026-01-13 03:46:18
JD000877,السيدة لانا خولان,Male,18,86.0,172.7,122/86,64,32.146775,36.117872,28.83,13.1,None,syd72@example.net,c8d0caf08c9c097f820bd60a51538e50a1b0aab79e709e1c3ba4e9de78bb92b2,0786459058,Zarqa,A+,No,90,404,5,2.25,2024-12-05,0.94,0.1,"['responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000878,الأستاذ هاشم أولاد بوعزيز,Male,37,98.4,165.5,132/84,68,30.991087,35.994795,35.95,15.2,Metformin,hylsyd@example.net,e9ab0ab313e4fec75e2bf2a57af829a080701356c027c94408f740f6b1f21e35,0794310407,Other,O+,Yes,57,56,3,1.35,2025-11-18,0.92,6.4,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000879,الدكتور فرحان الجعليين,Male,27,92.3,168.7,109/70,79,31.918372,35.872192,32.42,13.2,None,aleqydatqhtan@example.net,af9dd5e8f1f2b4c1368d6fd2dd5f6e1973f49ad052ada77afba708a79ce640e9,0783334576,Amman,O+,No,0,365,0,0.0,2025-01-13,0.87,3.9,[],2026-01-13 03:46:18
JD000880,الدكتور شوقي الفتياني,Male,32,50.0,179.9,113/80,61,32.053763,36.061237,15.45,13.6,None,ead62@example.net,299f8202ea6cbc4b0f05b313fba3f72f0c5e62195f7e413e9e84fc2d579ebafb,0799994286,Zarqa,O-,Yes,51,282,2,0.9,2025-04-06,0.53,19.4,"['responded', 'responded']",2026-01-13 03:46:18
JD000881,الدكتورة ياسمين الشحوح,Male,24,63.7,174.5,108/72,73,31.200423,36.375757,20.93,13.4,None,alsadp-alrawywnsamr@example.org,69116483d56cbbbde7b3bb8718d7939a6834762962062372a440b6ee60a86f69,0773336113,Other,O+,Yes,80,166,3,1.35,2025-07-31,0.76,8.4,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000882,الدكتور كنار طرابلسي,Female,40,55.7,153.1,103/72,74,31.877882,35.862126,23.75,13.7,None,amywnyrbah@example.com,edce00c3af694264b431312d48c9dccd19c23407962becc3e2113c34a52a8f97,0795146720,Amman,O+,Yes,30,298,1,0.45,2025-03-21,0.88,3.8,['responded'],2026-01-13 03:46:18
JD000883,مطاوع اميوني,Male,36,50.0,168.6,121/82,78,31.999564,35.873996,17.59,15.7,Atorvastatin,klbwdah@example.net,3f013f1c60d917660fe0393049cc8091c7c0a49ada16a85b8d913a6ecd1e3194,0795071350,Amman,A-,Yes,64,153,3,1.35,2025-08-13,0.72,0.7,"['responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000884,الأستاذ نجيب صيداوي,Male,26,85.6,180.1,127/71,78,31.976827,35.832291,26.41,13.2,None,oeamlp@example.org,3f9570f67caffc650990b8b6d3d895635411cfd07dadfc4591126869504475cb,0792036301,Amman,B+,Yes,102,129,3,1.35,2025-09-06,0.93,2.6,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000885,عدوي مزرعاني,Male,46,71.5,178.9,140/78,65,31.883511,35.904508,22.34,14.2,"Aspirin, Lisinopril",cens@example.com,3e4bed45962dfb2f1b6ad538531f30ccae52f61cbb520e06b7a2997a0030159a,0778720994,Amman,A+,No,116,56,1,0.45,2025-11-18,0.9,0.1,['responded'],2026-01-13 03:46:18
JD000886,إباء قليبو,Male,35,72.0,176.7,125/72,80,31.839882,35.864062,23.06,13.2,None,tranym85@example.net,432c207eb6369d519d9dea279a53e0cf9d16e44e8bd032d1ea748829ebb6939f,0786191857,Amman,O+,Yes,83,414,3,1.35,2024-11-25,0.91,2.8,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000887,السيد قبس الحواش,Male,31,112.1,181.9,102/81,76,30.79387,36.296789,33.88,14.4,Aspirin,jalqrjwly@example.org,1f42e4ce9c4aff254678121d8abd0028bfed0f5da0d0a5a1325a33b075557745,0778859862,Other,O-,No,40,94,2,0.9,2025-10-11,0.79,1.5,"['no_response', 'no_response']",2026-01-13 03:46:18
JD000888,راسم القرجولي,Male,19,69.4,183.2,122/83,62,32.095226,35.917154,20.68,14.2,"Atorvastatin, Metformin",zhyrbnw-aleryj@example.org,d4dcf82d14df8b1002738a769e90f81d2863031abbc74acd30375f64ca66a562,0779375084,Amman,B+,Yes,13,56,3,1.35,2025-11-18,0.96,14.9,"['responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000889,الدكتور خليفة عذرة,Male,44,58.6,181.7,122/68,76,30.816425,36.018886,17.75,14.0,None,jwana00@example.net,225a25c3a39df0a1c7ff78533a4770fe6dfa95e4c041213083241d97acae5109,0787985189,Other,A+,No,0,365,0,0.0,2025-01-13,0.78,3.9,[],2026-01-13 03:46:18
JD000890,محجوب ابو عيد,Male,26,80.1,176.6,119/90,69,31.9528,35.84561,25.69,14.9,"Aspirin, Lisinopril",mlhmekawy@example.net,55aa5bbfa709389685b81af92a9013434607f258c076aa70a534177d49e93bca,0771996152,Amman,A+,No,19,166,3,1.35,2025-07-31,0.56,4.0,"['responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000891,الأستاذة تولين بنو الحارث بن كعب,Male,44,100.1,177.5,116/86,71,31.923866,36.050803,31.78,13.6,None,calxlfawy@example.com,4088552082052fc3e26cf6e1eb3d1d40ecc5dc58807db3a8e3280c359c2f5b65,0798640469,Amman,A+,No,89,66,8,3.6,2025-11-08,0.96,3.1,"['responded', 'responded', 'no_response', 'responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000892,الدكتورة دارين بنو سعد بن ليث بن بكر,Male,25,64.7,176.6,108/89,63,31.846298,36.040537,20.73,14.3,"Atorvastatin, Metformin",almrazyqmkrm@example.org,23d14074e4b16e2056e521e3e8f47b25b70dde15cc57de495b185678fd82937a,0794860040,Amman,A+,Yes,80,63,5,2.25,2025-11-11,0.85,1.5,"['responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000893,الدكتورة ريم الدليم,Male,37,85.8,173.1,119/79,70,32.498634,35.855769,28.63,14.6,None,fabw-eyd@example.com,6cf460d1199e25888ccc5ab8686dc415a4e29e2bd25442227c61beb125602846,0787392998,Irbid,A+,No,63,170,1,0.45,2025-07-27,0.96,4.0,['responded'],2026-01-13 03:46:18
JD000894,المهندسة جوين طزيز,Male,39,80.9,179.2,122/85,72,30.91966,35.672568,25.19,15.4,"Aspirin, Atorvastatin",alqaeyfrzdq@example.com,5a4ae87d9223f76e62135d657a4c3594d2750bc144a872324a45aa40ffd922d7,0772264141,Other,A+,No,6,56,3,1.35,2025-11-18,0.97,3.1,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000895,روعة عسير,Male,32,50.0,168.7,107/71,79,31.946367,35.990378,17.58,13.3,None,afe16@example.net,4274bbe55ebc8c2811f606552f40ba68f6307d59cad0b7fe4fae39e18557bf4b,0786485124,Amman,B+,Yes,110,165,3,1.35,2025-08-01,0.82,6.5,"['no_response', 'responded', 'responded']",2026-01-13 03:46:18
JD000896,المهندسة ميلاء بنو أمية,Male,27,85.4,180.8,107/83,81,31.878164,36.030292,26.14,13.4,Aspirin,sdam70@example.com,0b71a8630475e6192089550eefa2a4875f61b3f514cd74aeb61411075582750e,0779316447,Amman,A+,No,86,56,2,0.9,2025-11-18,0.92,2.4,"['responded', 'responded']",2026-01-13 03:46:18
JD000897,اعتكاف قطينة,Male,39,101.1,190.0,126/84,72,32.11676,36.079638,28.0,14.1,None,njyb99@example.org,3f2360b50215aaccf753a2c80965d3d223ad5ef91fa3938ec8fce47fcf7f5324,0782415842,Zarqa,O+,No,85,135,2,0.9,2025-08-31,0.97,9.9,"['responded', 'responded']",2026-01-13 03:46:18
JD000898,الآنسة ريفال الأوس,Male,37,89.1,185.7,111/92,85,32.526882,35.843738,25.84,13.9,"Metformin, Aspirin",lwrynbelbky@example.com,4cd9764492ac75b64f206960586827c2e5a4c731d4590ab6fc377125c8893093,0786282844,Irbid,O+,Yes,69,56,2,0.9,2025-11-18,0.91,3.1,"['responded', 'responded']",2026-01-13 03:46:18
JD000899,ابتهال ابو الحاج,Male,22,57.3,171.6,104/78,75,31.358306,36.344439,19.45,13.0,Aspirin,pqbylp-hyl-albqwm@example.net,704227e2f9d1463d4b7e8fc5092eae6cd6b98b6dcd4bb7a674c3bba34c18c693,0785081767,Other,O-,No,84,56,2,0.9,2025-11-18,0.88,0.5,"['responded', 'responded']",2026-01-13 03:46:18
JD000900,عطاء بنو مهدي,Male,39,70.2,192.3,124/74,71,31.91481,35.900564,18.99,12.5,Aspirin,bnw-ebswdah@example.org,1e1a1348f4584d0e74edd0b30604987578bd97839d2d7b3c37459e6335cc2c01,0778343602,Amman,B+,Yes,101,56,2,0.9,2025-11-18,0.87,2.0,"['responded', 'responded']",2026-01-13 03:46:18
JD000901,الأستاذ مهيب الماني,Male,53,89.1,176.1,121/82,67,31.338027,35.824312,28.74,15.4,None,nafealhwa@example.net,3acc5cec657cf93ecd9714e09372b83b65173a4540e78dccf8c391fbbd6f4374,0782052978,Other,O+,Yes,22,115,2,0.9,2025-09-20,0.85,0.7,"['responded', 'responded']",2026-01-13 03:46:18
JD000902,بوران رصاص,Male,18,79.6,181.3,99/74,60,32.11575,36.094252,24.22,14.8,Lisinopril,sfyr03@example.net,6b0fb161a101ccecd1d42f26643c7b8e4b8c9e9a5ee0970b9f218e184da6cd19,0782771318,Zarqa,AB+,Yes,66,218,2,0.9,2025-06-09,0.68,4.6,"['no_response', 'no_response']",2026-01-13 03:46:18
JD000903,قنوع القواسم,Male,33,75.5,162.1,127/77,64,32.034504,36.007144,28.72,14.1,None,bw-mdynnwr-aldyn@example.com,488742b788cbe378d1f0acfba6296ac024ca3224d58e5c7fa79bcb4f49588a5b,0788074611,Amman,B-,No,37,116,2,0.9,2025-09-19,0.71,2.8,"['responded', 'responded']",2026-01-13 03:46:18
JD000904,مازن عتيبة,Male,31,83.0,173.8,125/77,78,31.845971,35.961958,27.48,14.6,None,hmydptala@example.com,c4cea20e023b8a1ca73826afbb520dab9b9f610f34b25b7d6e4ed624aeb12a77,0792931444,Amman,A+,Yes,60,56,1,0.45,2025-11-18,0.9,5.1,['responded'],2026-01-13 03:46:18
JD000905,آلاء المغربي,Male,36,68.3,155.2,126/85,82,32.051822,36.086481,28.38,15.3,"Aspirin, Atorvastatin",halbdyry@example.com,8b37ddda0dc816b84720bea66c94c14e9787d404608eddd31fdb102dfd23cc8f,0772748790,Zarqa,O+,Yes,0,365,0,0.0,2025-01-13,0.75,8.3,[],2026-01-13 03:46:18
JD000906,المهندسة بيسان بنو شيبة,Male,25,68.4,181.1,135/83,65,32.060694,35.847739,20.86,14.3,None,nsry50@example.net,0219ad36a854969a4f986f9e8b877dc810ef8b317c817129e15aa856dbbe6b90,0781515993,Amman,O+,No,40,68,4,1.8,2025-11-06,0.87,0.1,"['responded', 'responded', 'no_response', 'no_response']",2026-01-13 03:46:18
JD000907,السيدة شهد الشايقية,Male,35,60.0,168.4,129/69,79,30.976791,36.179683,21.18,13.7,None,njybhatm@example.net,8adbf718d590de1b4860282d533759a186d26f812506cf473f6b2dfc0049babb,0784284119,Other,B+,No,91,111,1,0.45,2025-09-24,0.8,8.6,['responded'],2026-01-13 03:46:18
JD000908,ميلاء عكاوي,Male,21,66.6,184.8,127/90,81,31.977625,35.845083,19.51,15.4,None,alhwably@example.org,607a41c38465307309567ffdf0b9d860a549d2c04cfa4b09f64cce16a9fa8729,0777524802,Amman,O+,Yes,10,56,6,2.7,2025-11-18,0.84,0.5,"['responded', 'responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000909,هناء طقش,Male,25,114.4,181.2,114/90,73,32.033585,36.027985,34.85,14.5,None,paltrhy@example.net,87eb483284e229c1cc678aabd5388563126f04c88607d7d9a5d8e48b5e1b183f,0777039263,Amman,B+,No,0,365,0,0.0,2025-01-13,0.76,7.6,[],2026-01-13 03:46:18
JD000910,أروى بدرية,Male,53,71.7,177.2,118/76,73,32.022728,36.158895,22.86,14.5,None,gbnw-aldl@example.net,5deb75cb574caa864d39faca25dea42ab274df726cbd78221d0f15bf4484fe21,0793248236,Zarqa,A+,Yes,28,81,2,0.9,2025-10-24,0.83,7.3,"['responded', 'responded']",2026-01-13 03:46:18
JD000911,الدكتورة هيام الحسيني,Male,33,66.6,180.4,125/78,77,31.997812,35.943428,20.48,14.7,None,qantbnw-fras@example.net,8896fe0ab9cd96f97ca15460f6ec1205993c2e0c62d92597926d5bea32bd2ec5,0792152432,Amman,A+,Yes,74,56,1,0.45,2025-11-18,0.79,1.4,['responded'],2026-01-13 03:46:18
JD000912,السيد قصيد العلمي,Male,46,68.9,177.0,115/67,67,31.880057,35.876841,22.01,13.9,None,slahbnw-meql@example.net,7e71a6e650263d76b9c3fea0d2617de4c51c61a3d2a0efbabb6c4f29a8d5adb0,0784075844,Amman,B+,No,78,72,2,0.9,2025-11-02,0.72,11.1,"['responded', 'responded']",2026-01-13 03:46:18
JD000913,تولين كندة,Male,36,68.3,170.6,109/73,71,31.910197,35.959711,23.46,13.4,None,frahalxaldy@example.org,49413cf128398ca2229070e3fb8fede21b0eec51734c664b92986fb83d811ee3,0783868057,Amman,A+,No,33,56,2,0.9,2025-11-18,0.76,1.5,"['responded', 'responded']",2026-01-13 03:46:18
JD000914,صنديد بنو ضمرة,Male,42,75.1,174.2,131/82,76,32.488059,35.887113,24.76,12.5,None,abw-alhajsbhy@example.net,87c7ab44d9c619376184543a8420033c7336ef5d88e9cc39a38bcbe1d2fa8943,0774435708,Irbid,O+,No,109,56,2,0.9,2025-11-18,0.99,10.3,"['responded', 'responded']",2026-01-13 03:46:18
JD000915,الأستاذ نذير الكبابيش,Male,38,97.9,176.1,134/88,60,32.123657,36.113915,31.57,14.9,None,gsanahram@example.org,e39b33415bdf8ff3ecd0cce9aec6991e53cad21e91c27b538075ed9eb0dc73b5,0791357420,Zarqa,O+,No,0,365,0,0.0,2025-01-13,0.92,9.4,[],2026-01-13 03:46:18
JD000916,الأستاذ رابح عجرمة (العجارمة),Male,33,94.9,178.6,109/77,78,31.974796,35.903848,29.77,13.5,None,zhyr07@example.net,cb8bba73e8908e3ef803757b17e7e4dff16ca17f0503c27d5adc0e7276ac7218,0771019299,Amman,A+,Yes,8,335,2,0.9,2025-02-12,0.86,2.2,"['responded', 'responded']",2026-01-13 03:46:18
JD000917,جهراء الحسيني,Male,20,90.0,178.8,121/76,70,32.521199,35.896975,28.15,13.7,None,majdybnw-lam@example.com,c7e6f5967a443137c8fff07a24ca015dd9a4f41b6d8a3ace4f685fde630dde61,0784869424,Irbid,O+,No,11,56,1,0.45,2025-11-18,0.79,1.0,['responded'],2026-01-13 03:46:18
JD000918,صادق قضاعة,Male,25,63.6,187.5,136/83,70,31.833008,35.996676,18.08,14.5,"Metformin, Lisinopril",nalmtwly@example.com,595a2e4d573bb787d67f404ae64bd3344731543ed3fa2602ee97795a5fb59832,0789535847,Amman,A+,No,67,56,4,1.8,2025-11-18,0.82,5.6,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000919,إلينا أكلب,Male,36,102.9,182.8,111/72,69,32.023332,35.939604,30.79,13.7,"Metformin, Atorvastatin",uzlatymw@example.org,914cf4a67b592782ee3b5b61c683e92dd49b1c2e7a661e382760b77f2c495441,0772460982,Amman,AB+,No,85,56,3,1.35,2025-11-18,0.88,0.5,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000920,السيد حامد الحسيني,Male,56,80.0,164.9,118/71,71,32.024959,36.077104,29.43,15.0,None,nafe05@example.com,283f1d591055ea8e9be62132cee96ea94e1e31cc0a7ae985a4dd7ff659d093bb,0796411573,Zarqa,O+,No,98,56,5,2.25,2025-11-18,0.98,0.5,"['no_response', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000921,الأستاذ عزّ الدّين بنو مالك,Male,36,78.7,180.6,118/75,62,30.749103,36.351511,24.14,13.4,None,rmdan84@example.org,8b10629f48754cad3cfc12ada4a4810b4098f09da940c920043d782b783a2d4d,0775552503,Other,B+,No,98,200,3,1.35,2025-06-27,0.72,3.3,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
